500.000000, 0.007772, 0.003241, 0.009718
503.503504, 0.007963, 0.003277, 0.010063
507.007007, 0.008162, 0.003314, 0.010431
510.510511, 0.008370, 0.003351, 0.010826
514.014014, 0.008588, 0.003389, 0.011249
517.517518, 0.008815, 0.003428, 0.011704
521.021021, 0.009052, 0.003468, 0.012193
524.524525, 0.009300, 0.003509, 0.012721
528.028028, 0.009560, 0.003551, 0.013291
531.531532, 0.009833, 0.003593, 0.013909
535.035035, 0.010118, 0.003637, 0.014581
538.538539, 0.010419, 0.003681, 0.015311
542.042042, 0.010734, 0.003727, 0.016108
545.545546, 0.011065, 0.003773, 0.016981
549.049049, 0.011415, 0.003821, 0.017939
552.552553, 0.011782, 0.003870, 0.018994
556.056056, 0.012171, 0.003919, 0.020159
559.559560, 0.012580, 0.003971, 0.021451
563.063063, 0.013014, 0.004023, 0.022889
566.566567, 0.013472, 0.004077, 0.024496
570.070070, 0.013958, 0.004132, 0.026299
573.573574, 0.014474, 0.004188, 0.028334
577.077077, 0.015021, 0.004246, 0.030639
580.580581, 0.015604, 0.004306, 0.033267
584.084084, 0.016225, 0.004367, 0.036281
587.587588, 0.016887, 0.004430, 0.039760
591.091091, 0.017594, 0.004494, 0.043804
594.594595, 0.018351, 0.004561, 0.048545
598.098098, 0.019163, 0.004629, 0.054149
601.601602, 0.020034, 0.004699, 0.060841
605.105105, 0.020971, 0.004771, 0.068919
608.608609, 0.021981, 0.004846, 0.078792
612.112112, 0.023072, 0.004923, 0.091028
615.615616, 0.024253, 0.005002, 0.106439
619.119119, 0.025534, 0.005083, 0.126210
622.622623, 0.026926, 0.005167, 0.152122
626.126126, 0.028444, 0.005254, 0.186944
629.629630, 0.030102, 0.005344, 0.235149
633.133133, 0.031919, 0.005437, 0.304269
636.636637, 0.033916, 0.005533, 0.407601
640.140140, 0.036118, 0.005632, 0.569764
643.643644, 0.038554, 0.005735, 0.837847
647.147147, 0.041258, 0.005841, 1.298539
650.650651, 0.044271, 0.005952, 2.057997
654.154154, 0.047642, 0.006067, 2.926248
657.657658, 0.051431, 0.006186, 2.958933
661.161161, 0.055710, 0.006310, 2.107090
664.664665, 0.060566, 0.006438, 1.331156
668.168168, 0.066108, 0.006572, 0.856843
671.671672, 0.072471, 0.006712, 0.581085
675.175175, 0.079825, 0.006858, 0.414744
678.678679, 0.088386, 0.007010, 0.309057
682.182182, 0.098430, 0.007168, 0.238549
685.685686, 0.110317, 0.007334, 0.189489
689.189189, 0.124523, 0.007508, 0.154122
692.692693, 0.141683, 0.007690, 0.127855
696.196196, 0.162660, 0.007882, 0.107848
699.699700, 0.188652, 0.008082, 0.092278
703.203203, 0.221348, 0.008293, 0.079935
706.706707, 0.263190, 0.008516, 0.069993
710.210210, 0.317782, 0.008750, 0.061872
713.713714, 0.390588, 0.008998, 0.055156
717.217217, 0.490083, 0.009260, 0.049541
720.720721, 0.629696, 0.009537, 0.044801
724.224224, 0.830877, 0.009831, 0.040764
727.727728, 1.126939, 0.010143, 0.037300
731.231231, 1.562789, 0.010476, 0.034306
734.734735, 2.167221, 0.010831, 0.031701
738.238238, 2.839286, 0.011209, 0.029422
741.741742, 3.201395, 0.011615, 0.027417
745.245245, 2.924342, 0.012050, 0.025645
748.748749, 2.267911, 0.012518, 0.024071
752.252252, 1.641642, 0.013023, 0.022668
755.755756, 1.181562, 0.013568, 0.021412
759.259259, 0.867951, 0.014159, 0.020284
762.762763, 0.655279, 0.014800, 0.019267
766.266266, 0.508256, 0.015500, 0.018349
769.769770, 0.403918, 0.016264, 0.017516
773.273273, 0.327879, 0.017103, 0.016759
776.776777, 0.271077, 0.018027, 0.016070
780.280280, 0.227694, 0.019047, 0.015441
783.783784, 0.193902, 0.020179, 0.014865
787.287287, 0.167120, 0.021442, 0.014337
790.790791, 0.145566, 0.022855, 0.013853
794.294294, 0.127983, 0.024446, 0.013408
797.797798, 0.113465, 0.026247, 0.012998
801.301301, 0.101347, 0.028298, 0.012619
804.804805, 0.091136, 0.030649, 0.012270
808.308308, 0.082456, 0.033363, 0.011947
811.811812, 0.075020, 0.036520, 0.011649
815.315315, 0.068604, 0.040226, 0.011372
818.818819, 0.063032, 0.044616, 0.011116
822.322322, 0.058166, 0.049875, 0.010878
825.825826, 0.053892, 0.056249, 0.010657
829.329329, 0.050120, 0.064080, 0.010453
832.832833, 0.046777, 0.073849, 0.010262
836.336336, 0.043800, 0.086255, 0.010086
839.839840, 0.041141, 0.102332, 0.009922
843.343343, 0.038757, 0.123671, 0.009770
846.846847, 0.036612, 0.152803, 0.009629
850.350350, 0.034677, 0.193932, 0.009497
853.853854, 0.032926, 0.254384, 0.009376
857.357357, 0.031339, 0.347642, 0.009263
860.860861, 0.029896, 0.499876, 0.009159
864.364364, 0.028581, 0.763501, 0.009062
867.867868, 0.027382, 1.234636, 0.008973
871.371371, 0.026286, 1.978648, 0.008891
874.874875, 0.025282, 2.507492, 0.008816
878.378378, 0.024362, 2.036132, 0.008746
881.881882, 0.023517, 1.279859, 0.008683
885.385385, 0.022741, 0.789714, 0.008625
888.888889, 0.022028, 0.515310, 0.008573
892.392392, 0.021372, 0.357581, 0.008525
895.895896, 0.020767, 0.261485, 0.008483
899.399399, 0.020211, 0.199534, 0.008445
902.902903, 0.019699, 0.157618, 0.008411
906.406406, 0.019227, 0.128096, 0.008382
909.909910, 0.018793, 0.106603, 0.008356
913.413413, 0.018394, 0.090518, 0.008335
916.916917, 0.018027, 0.078201, 0.008317
920.420420, 0.017690, 0.068584, 0.008303
923.923924, 0.017382, 0.060952, 0.008292
927.427427, 0.017100, 0.054811, 0.008285
930.930931, 0.016842, 0.049811, 0.008281
934.434434, 0.016608, 0.045699, 0.008280
937.937938, 0.016396, 0.042289, 0.008283
941.441441, 0.016205, 0.039443, 0.008288
944.944945, 0.016034, 0.037054, 0.008296
948.448448, 0.015881, 0.035040, 0.008307
951.951952, 0.015747, 0.033338, 0.008321
955.455455, 0.015629, 0.031898, 0.008338
958.958959, 0.015528, 0.030678, 0.008358
962.462462, 0.015443, 0.029648, 0.008380
965.965966, 0.015373, 0.028781, 0.008404
969.469469, 0.015318, 0.028056, 0.008432
972.972973, 0.015278, 0.027456, 0.008461
976.476476, 0.015251, 0.026966, 0.008494
979.979980, 0.015238, 0.026574, 0.008529
983.483483, 0.015238, 0.026271, 0.008566
986.986987, 0.015252, 0.026048, 0.008606
990.490490, 0.015278, 0.025900, 0.008648
993.993994, 0.015317, 0.025819, 0.008693
997.497497, 0.015369, 0.025802, 0.008741
1001.001001, 0.015433, 0.025844, 0.008791
1004.504505, 0.015510, 0.025944, 0.008843
1008.008008, 0.015600, 0.026098, 0.008898
1011.511512, 0.015702, 0.026304, 0.008955
1015.015015, 0.015817, 0.026562, 0.009015
1018.518519, 0.015945, 0.026870, 0.009078
1022.022022, 0.016085, 0.027227, 0.009143
1025.525526, 0.016239, 0.027635, 0.009210
1029.029029, 0.016406, 0.028092, 0.009281
1032.532533, 0.016587, 0.028601, 0.009354
1036.036036, 0.016781, 0.029160, 0.009429
1039.539540, 0.016990, 0.029773, 0.009508
1043.043043, 0.017213, 0.030440, 0.009589
1046.546547, 0.017452, 0.031164, 0.009674
1050.050050, 0.017706, 0.031947, 0.009761
1053.553554, 0.017975, 0.032792, 0.009851
1057.057057, 0.018262, 0.033702, 0.009944
1060.560561, 0.018565, 0.034681, 0.010040
1064.064064, 0.018886, 0.035733, 0.010140
1067.567568, 0.019226, 0.036862, 0.010243
1071.071071, 0.019585, 0.038074, 0.010349
1074.574575, 0.019965, 0.039375, 0.010458
1078.078078, 0.020365, 0.040770, 0.010571
1081.581582, 0.020788, 0.042269, 0.010688
1085.085085, 0.021233, 0.043878, 0.010809
1088.588589, 0.021703, 0.045608, 0.010933
1092.092092, 0.022199, 0.047468, 0.011062
1095.595596, 0.022721, 0.049470, 0.011194
1099.099099, 0.023273, 0.051628, 0.011331
1102.602603, 0.023854, 0.053955, 0.011472
1106.106106, 0.024467, 0.056470, 0.011618
1109.609610, 0.025114, 0.059191, 0.011768
1113.113113, 0.025797, 0.062139, 0.011923
1116.616617, 0.026518, 0.065339, 0.012084
1120.120120, 0.027280, 0.068820, 0.012249
1123.623624, 0.028085, 0.072613, 0.012420
1127.127127, 0.028936, 0.076755, 0.012597
1130.630631, 0.029836, 0.081289, 0.012780
1134.134134, 0.030790, 0.086265, 0.012968
1137.637638, 0.031800, 0.091739, 0.013164
1141.141141, 0.032871, 0.097780, 0.013365
1144.644645, 0.034007, 0.104467, 0.013574
1148.148148, 0.035214, 0.111893, 0.013790
1151.651652, 0.036497, 0.120169, 0.014014
1155.155155, 0.037862, 0.129427, 0.014245
1158.658659, 0.039315, 0.139826, 0.014485
1162.162162, 0.040866, 0.151559, 0.014733
1165.665666, 0.042521, 0.164859, 0.014991
1169.169169, 0.044290, 0.180015, 0.015258
1172.672673, 0.046183, 0.197381, 0.015535
1176.176176, 0.048212, 0.217401, 0.015823
1179.679680, 0.050390, 0.240632, 0.016122
1183.183183, 0.052731, 0.267785, 0.016432
1186.686687, 0.055251, 0.299773, 0.016755
1190.190190, 0.057969, 0.337782, 0.017090
1193.693694, 0.060905, 0.383373, 0.017440
1197.197197, 0.064084, 0.438632, 0.017804
1200.700701, 0.067531, 0.506373, 0.018183
1204.204204, 0.071279, 0.590459, 0.018578
1207.707708, 0.075361, 0.696256, 0.018990
1211.211211, 0.079818, 0.831319, 0.019421
1214.714715, 0.084697, 1.006374, 0.019870
1218.218218, 0.090053, 1.236676, 0.020341
1221.721722, 0.095949, 1.543577, 0.020833
1225.225225, 0.102458, 1.955361, 0.021348
1228.728729, 0.109668, 2.503862, 0.021888
1232.232232, 0.117681, 3.207202, 0.022454
1235.735736, 0.126622, 4.020963, 0.023049
1239.239239, 0.136636, 4.759537, 0.023674
1242.742743, 0.147900, 5.101061, 0.024332
1246.246246, 0.160628, 4.842566, 0.025024
1249.749750, 0.175083, 4.140898, 0.025754
1253.253253, 0.191586, 3.322286, 0.026524
1256.756757, 0.210537, 2.597472, 0.027337
1260.260260, 0.232438, 2.026607, 0.028198
1263.763764, 0.257921, 1.596704, 0.029109
1267.267267, 0.287797, 1.276327, 0.030075
1270.770771, 0.323112, 1.036275, 0.031100
1274.274274, 0.365235, 0.854187, 0.032191
1277.777778, 0.415981, 0.714011, 0.033352
1281.281281, 0.477787, 0.604448, 0.034590
1284.784785, 0.553977, 0.517549, 0.035912
1288.288288, 0.649151, 0.447674, 0.037327
1291.791792, 0.769767, 0.390775, 0.038843
1295.295295, 0.925025, 0.343903, 0.040471
1298.798799, 1.128155, 0.304883, 0.042223
1302.302302, 1.398212, 0.272086, 0.044110
1305.805806, 1.762167, 0.244278, 0.046150
1309.309309, 2.255853, 0.220512, 0.048358
1312.812813, 2.918393, 0.200050, 0.050754
1316.316316, 3.765114, 0.182315, 0.053361
1319.819820, 4.713976, 0.166848, 0.056205
1323.323323, 5.485955, 0.153284, 0.059316
1326.826827, 5.680245, 0.141325, 0.062729
1330.330330, 5.169775, 0.130730, 0.066485
1333.833834, 4.265665, 0.121301, 0.070633
1337.337337, 3.344099, 0.112875, 0.075230
1340.840841, 2.582436, 0.105316, 0.080344
1344.344344, 2.003995, 0.098509, 0.086057
1347.847848, 1.576473, 0.092360, 0.092467
1351.351351, 1.260752, 0.086786, 0.099692
1354.854855, 1.025094, 0.081720, 0.107878
1358.358358, 0.846509, 0.077101, 0.117204
1361.861862, 0.708946, 0.072879, 0.127892
1365.365365, 0.601272, 0.069011, 0.140222
1368.868869, 0.515712, 0.065458, 0.154545
1372.372372, 0.446774, 0.062188, 0.171313
1375.875876, 0.390519, 0.059171, 0.191112
1379.379379, 0.344082, 0.056383, 0.214710
1382.882883, 0.305346, 0.053801, 0.243126
1386.386386, 0.272724, 0.051406, 0.277742
1389.889890, 0.245014, 0.049180, 0.320451
1393.393393, 0.221288, 0.047109, 0.373900
1396.896897, 0.200827, 0.045179, 0.441854
1400.400400, 0.183064, 0.043377, 0.529779
1403.903904, 0.167549, 0.041692, 0.645748
1407.407407, 0.153922, 0.040116, 0.801869
1410.910911, 0.141890, 0.038638, 1.016397
1414.414414, 0.131217, 0.037252, 1.316375
1417.917918, 0.121705, 0.035951, 1.738769
1421.421421, 0.113194, 0.034727, 2.321293
1424.924925, 0.105549, 0.033575, 3.056821
1428.428428, 0.098656, 0.032490, 3.780989
1431.931932, 0.092421, 0.031466, 4.114720
1435.435435, 0.086763, 0.030501, 3.804501
1438.938939, 0.081613, 0.029589, 3.087935
1442.442442, 0.076912, 0.028727, 2.348745
1445.945946, 0.072610, 0.027912, 1.760028
1449.449449, 0.068663, 0.027140, 1.332501
1452.952953, 0.065034, 0.026410, 1.028975
1456.456456, 0.061688, 0.025718, 0.812159
1459.959960, 0.058598, 0.025061, 0.654623
1463.463463, 0.055738, 0.024439, 0.537822
1466.966967, 0.053085, 0.023848, 0.449452
1470.470470, 0.050621, 0.023288, 0.381315
1473.973974, 0.048328, 0.022755, 0.327865
1477.477477, 0.046190, 0.022250, 0.285282
1480.980981, 0.044194, 0.021769, 0.250886
1484.484484, 0.042327, 0.021313, 0.222758
1487.987988, 0.040579, 0.020879, 0.199503
1491.491491, 0.038940, 0.020467, 0.180088
1494.994995, 0.037401, 0.020075, 0.163739
1498.498498, 0.035954, 0.019703, 0.149864
1502.002002, 0.034591, 0.019349, 0.138008
1505.505506, 0.033307, 0.019013, 0.127816
1509.009009, 0.032096, 0.018694, 0.119008
1512.512513, 0.030951, 0.018391, 0.111358
1516.016016, 0.029869, 0.018103, 0.104689
1519.519520, 0.028844, 0.017830, 0.098855
1523.023023, 0.027874, 0.017571, 0.093736
1526.526527, 0.026953, 0.017326, 0.089235
1530.030030, 0.026080, 0.017095, 0.085270
1533.533534, 0.025249, 0.016876, 0.081775
1537.037037, 0.024460, 0.016669, 0.078692
1540.540541, 0.023709, 0.016474, 0.075974
1544.044044, 0.022993, 0.016290, 0.073581
1547.547548, 0.022311, 0.016118, 0.071480
1551.051051, 0.021661, 0.015956, 0.069640
1554.554555, 0.021040, 0.015805, 0.068038
1558.058058, 0.020447, 0.015664, 0.066653
1561.561562, 0.019880, 0.015533, 0.065466
1565.065065, 0.019338, 0.015412, 0.064463
1568.568569, 0.018819, 0.015300, 0.063630
1572.072072, 0.018322, 0.015198, 0.062957
1575.575576, 0.017845, 0.015106, 0.062435
1579.079079, 0.017389, 0.015022, 0.062055
1582.582583, 0.016951, 0.014947, 0.061812
1586.086086, 0.016530, 0.014882, 0.061700
1589.589590, 0.016126, 0.014825, 0.061716
1593.093093, 0.015738, 0.014777, 0.061857
1596.596597, 0.015365, 0.014738, 0.062121
1600.100100, 0.015006, 0.014708, 0.062508
1603.603604, 0.014661, 0.014686, 0.063017
1607.107107, 0.014328, 0.014673, 0.063650
1610.610611, 0.014008, 0.014670, 0.064409
1614.114114, 0.013699, 0.014675, 0.065296
1617.617618, 0.013402, 0.014689, 0.066317
1621.121121, 0.013115, 0.014713, 0.067475
1624.624625, 0.012838, 0.014745, 0.068777
1628.128128, 0.012571, 0.014788, 0.070230
1631.631632, 0.012313, 0.014840, 0.071843
1635.135135, 0.012064, 0.014902, 0.073627
1638.638639, 0.011823, 0.014974, 0.075592
1642.142142, 0.011590, 0.015057, 0.077753
1645.645646, 0.011365, 0.015151, 0.080124
1649.149149, 0.011147, 0.015255, 0.082725
1652.652653, 0.010936, 0.015372, 0.085576
1656.156156, 0.010733, 0.015500, 0.088701
1659.659660, 0.010535, 0.015641, 0.092127
1663.163163, 0.010344, 0.015795, 0.095886
1666.666667, 0.010159, 0.015963, 0.100015
